batch_id,elapsed_time_h,variable,assessment_value,reference_median,reference_scale,robust_z_score,absolute_score,is_anomaly
ASSESS_001,11,ph,7.083,7.0865,0.017791200000000014,-0.19672647151399758,0.19672647151399758,False
ASSESS_001,11,dissolved_oxygen_pct,41.75,43.5,1.6308599999999966,-1.0730534809854946,1.0730534809854946,False
ASSESS_001,11,temperature_c,36.81,36.83,0.059304000000004,-0.33724537973820773,0.33724537973820773,False
ASSESS_001,11,agitation_rpm,104.0,111.15,3.7065000000000103,-1.9290435721030583,1.9290435721030583,False
ASSESS_001,11,feed_rate_ml_h,0.0,0.0,1e-09,0.0,0.0,False
ASSESS_001,12,ph,7.068,7.084,0.017791200000000014,-0.8993210126354603,0.8993210126354603,False
ASSESS_001,12,dissolved_oxygen_pct,40.66,43.41,1.5270780000000017,-1.800824843262752,1.800824843262752,False
ASSESS_001,12,temperature_c,36.75,36.825,0.08154300000000485,-0.9197601265589735,0.9197601265589735,False
ASSESS_001,12,agitation_rpm,104.1,112.6,4.966710000000002,-1.711394464343599,1.711394464343599,False
ASSESS_001,12,feed_rate_ml_h,0.0,0.0,1e-09,0.0,0.0,False
ASSESS_001,13,ph,7.087,7.084,0.006671700000000911,0.4496605063176858,0.4496605063176858,False
ASSESS_001,13,dissolved_oxygen_pct,43.56,43.16,1.994096999999993,0.20059204742798725,0.20059204742798725,False
ASSESS_001,13,temperature_c,36.76,36.835,0.08895599999999809,-0.843113449345794,0.843113449345794,False
ASSESS_001,13,agitation_rpm,106.4,113.05,3.0393299999999956,-2.1879822197655407,2.1879822197655407,False
ASSESS_001,13,feed_rate_ml_h,0.0,0.0,1e-09,0.0,0.0,False
ASSESS_001,14,ph,7.078,7.0755,0.011119499999999762,0.22483025315890504,0.22483025315890504,False
ASSESS_001,14,dissolved_oxygen_pct,41.63,43.05,1.3195139999999954,-1.076153796018837,1.076153796018837,False
ASSESS_001,14,temperature_c,36.76,36.82,0.0963690000000019,-0.6226068549014838,0.6226068549014838,False
ASSESS_001,14,agitation_rpm,105.9,114.65,3.558239999999998,-2.459080893925088,2.459080893925088,False
ASSESS_001,14,feed_rate_ml_h,0.0,0.0,1e-09,0.0,0.0,False
ASSESS_001,15,ph,7.05,7.0809999999999995,0.017049900000000427,-1.8181924820672801,1.8181924820672801,False
ASSESS_001,15,dissolved_oxygen_pct,40.68,42.57,1.8235980000000005,-1.036412630415256,1.036412630415256,False
ASSESS_001,15,temperature_c,36.75,36.83,0.08895599999999809,-0.8993210126354604,0.8993210126354604,False
ASSESS_001,15,agitation_rpm,105.8,115.05,3.3358499999999998,-2.7729064556260026,2.7729064556260026,False
ASSESS_001,15,feed_rate_ml_h,0.0,0.0,1e-09,0.0,0.0,False
ASSESS_001,16,ph,7.072,7.077,0.010378199999999515,-0.48177911391186595,0.48177911391186595,False
ASSESS_001,16,dissolved_oxygen_pct,41.18,42.605000000000004,1.9792709999999958,-0.7199620466323243,0.7199620466323243,False
ASSESS_001,16,temperature_c,36.82,36.805,0.06671700000000252,0.22483025315886507,0.22483025315886507,False
ASSESS_001,16,agitation_rpm,108.2,114.85,4.670190000000008,-1.4239249366728077,1.4239249366728077,False
ASSESS_001,16,feed_rate_ml_h,0.0,0.0,1e-09,0.0,0.0,False
ASSESS_001,17,ph,7.078,7.077,0.014084700000000094,0.07099902731334905,0.07099902731334905,False
ASSESS_001,17,dissolved_oxygen_pct,41.39,43.010000000000005,1.9273799999999903,-0.8405192541169944,0.8405192541169944,False
ASSESS_001,17,temperature_c,36.72,36.825,0.11119500000000421,-0.9442870632672333,0.9442870632672333,False
ASSESS_001,17,agitation_rpm,107.8,116.55000000000001,3.4099800000000062,-2.5659974545305246,2.5659974545305246,False
ASSESS_001,17,feed_rate_ml_h,0.0,0.0,1e-09,0.0,0.0,False
ASSESS_001,18,ph,7.071,7.0760000000000005,0.017049899999999767,-0.29325685194639556,0.29325685194639556,False
ASSESS_001,18,dissolved_oxygen_pct,41.21,43.425,1.3343400000000032,-1.6599967024896136,1.6599967024896136,False
ASSESS_001,18,temperature_c,36.72,36.78,0.10378200000000042,-0.578134936694244,0.578134936694244,False
ASSESS_001,18,agitation_rpm,109.4,118.1,4.299539999999998,-2.023472278429784,2.023472278429784,False
ASSESS_001,18,feed_rate_ml_h,0.0,0.0,1e-09,0.0,0.0,False
ASSESS_001,19,ph,7.064,7.073,0.012602100000000258,-0.7141666865046427,0.7141666865046427,False
ASSESS_001,19,dissolved_oxygen_pct,40.97,42.364999999999995,1.1267759999999918,-1.2380455387761242,1.2380455387761242,False
ASSESS_001,19,temperature_c,36.74,36.805,0.0963690000000019,-0.6744907594765583,0.6744907594765583,False
ASSESS_001,19,agitation_rpm,111.2,118.45,3.2617199999999933,-2.222753639184239,2.222753639184239,False
ASSESS_001,19,feed_rate_ml_h,0.0,0.0,1e-09,0.0,0.0,False
ASSESS_001,20,ph,7.065,7.0725,0.012602099999999599,-0.5951389054204962,0.5951389054204962,False
ASSESS_001,20,dissolved_oxygen_pct,41.18,42.480000000000004,1.9422060000000032,-0.6693419750531108,0.6693419750531108,False
ASSESS_001,20,temperature_c,36.8,36.82,0.0963690000000019,-0.20753561830051917,0.20753561830051917,False
ASSESS_001,20,agitation_rpm,110.0,119.25,4.373670000000004,-2.1149286525961015,2.1149286525961015,False
ASSESS_001,20,feed_rate_ml_h,0.0,0.0,1e-09,0.0,0.0,False
ASSESS_001,21,ph,7.066,7.076499999999999,0.008895600000000337,-1.1803588290839417,1.1803588290839417,False
ASSESS_001,21,dissolved_oxygen_pct,40.93,42.3,1.9051410000000002,-0.7191068797532557,0.7191068797532557,False
ASSESS_001,21,temperature_c,36.73,36.815,0.08895599999999809,-0.9555285759252066,0.9555285759252066,False
ASSESS_001,21,agitation_rpm,110.0,120.05000000000001,3.7064999999999997,-2.711452853095916,2.711452853095916,False
ASSESS_001,21,feed_rate_ml_h,0.0,0.0,1e-09,0.0,0.0,False
ASSESS_001,22,ph,7.069,7.07,0.012602099999999599,-0.07935185405609904,0.07935185405609904,False
ASSESS_001,22,dissolved_oxygen_pct,39.39,42.239999999999995,1.0155809999999927,-2.806275422639863,2.806275422639863,False
ASSESS_001,22,temperature_c,36.76,36.805,0.059304000000004,-0.7588021044111471,0.7588021044111471,False
ASSESS_001,22,agitation_rpm,110.4,119.7,4.299539999999998,-2.1630220907352884,2.1630220907352884,False
ASSESS_001,22,feed_rate_ml_h,0.0,0.0,1e-09,0.0,0.0,False
ASSESS_001,23,ph,7.051,7.0665,0.01186079999999935,-1.3068258464859244,1.3068258464859244,False
ASSESS_001,23,dissolved_oxygen_pct,41.6,42.43,1.4826,-0.5598273303655729,0.5598273303655729,False
ASSESS_001,23,temperature_c,36.78,36.8,0.0963690000000019,-0.20753561830044545,0.20753561830044545,False
ASSESS_001,23,agitation_rpm,112.8,121.55000000000001,5.782139999999987,-1.5132805501077515,1.5132805501077515,False
ASSESS_001,23,feed_rate_ml_h,0.0,0.0,1e-09,0.0,0.0,False
ASSESS_001,24,ph,7.056,7.0665,0.013343399999999846,-0.7869058860560001,0.7869058860560001,False
ASSESS_001,24,dissolved_oxygen_pct,41.36,41.57,1.6012079999999973,-0.1311509810093387,0.1311509810093387,False
ASSESS_001,24,temperature_c,36.77,36.815,0.08154299999999957,-0.5518560759353327,0.5518560759353327,False
ASSESS_001,24,agitation_rpm,111.5,123.19999999999999,4.0030200000000145,-2.9227932910652323,2.9227932910652323,False
ASSESS_001,24,feed_rate_ml_h,4.35,4.095000000000001,0.3187589999999998,0.7999774124024708,0.7999774124024708,False
ASSESS_001,25,ph,7.073,7.066000000000001,0.01186080000000001,0.5901794145419927,0.5901794145419927,False
ASSESS_001,25,dissolved_oxygen_pct,40.31,41.555,0.7931909999999949,-1.569609337473579,1.569609337473579,False
ASSESS_001,25,temperature_c,36.78,36.81,0.10378200000000042,-0.289067468347122,0.289067468347122,False
ASSESS_001,25,agitation_rpm,113.0,123.8,4.596060000000002,-2.349838774950717,2.349838774950717,False
ASSESS_001,25,feed_rate_ml_h,4.02,4.140000000000001,0.14825999999999948,-0.8093889113719238,0.8093889113719238,False
ASSESS_001,26,ph,7.059,7.0655,0.017791200000000014,-0.36534916138315265,0.36534916138315265,False
ASSESS_001,26,dissolved_oxygen_pct,39.61,41.815,1.2676230000000006,-1.7394761691764802,1.7394761691764802,False
ASSESS_001,26,temperature_c,36.79,36.815,0.08895600000000337,-0.2810378164485547,0.2810378164485547,False
ASSESS_001,26,agitation_rpm,112.8,122.45,4.151279999999995,-2.324584224624698,2.324584224624698,False
ASSESS_001,26,feed_rate_ml_h,4.3,4.305,0.20756400000000017,-0.024088955695592152,0.024088955695592152,False
ASSESS_001,27,ph,7.069,7.067,0.01927379999999985,0.10376780915023479,0.10376780915023479,False
ASSESS_001,27,dissolved_oxygen_pct,39.57,41.035,0.8599080000000027,-1.703670625229666,1.703670625229666,False
ASSESS_001,27,temperature_c,36.76,36.8,0.051891000000005474,-0.7708465822588682,0.7708465822588682,False
ASSESS_001,27,agitation_rpm,115.7,124.65,3.4841099999999914,-2.5688052329002313,2.5688052329002313,False
ASSESS_001,27,feed_rate_ml_h,4.68,4.54,0.17049900000000032,0.8211191854497646,0.8211191854497646,False
ASSESS_001,28,ph,7.08,7.064,0.013343400000000505,1.1990946835139027,1.1990946835139027,False
ASSESS_001,28,dissolved_oxygen_pct,39.24,41.625,2.1052920000000026,-1.1328594798251241,1.1328594798251241,False
ASSESS_001,28,temperature_c,36.73,36.805,0.10378200000000042,-0.7226686708678051,0.7226686708678051,False
ASSESS_001,28,agitation_rpm,114.4,124.35,5.189100000000021,-1.9174808733691677,1.9174808733691677,False
ASSESS_001,28,feed_rate_ml_h,4.72,4.65,0.16308599999999915,0.4292213923941955,0.4292213923941955,False
ASSESS_001,29,ph,7.051,7.061,0.022980300000000432,-0.4351553286945601,0.4351553286945601,False
ASSESS_001,29,dissolved_oxygen_pct,39.35,41.66,1.719816,-1.3431669434404583,1.3431669434404583,False
ASSESS_001,29,temperature_c,36.75,36.81,0.0815429999999943,-0.735808101247274,0.735808101247274,False
ASSESS_001,29,agitation_rpm,114.3,124.25,4.003019999999993,-2.4856233543674575,2.4856233543674575,False
ASSESS_001,29,feed_rate_ml_h,5.0,4.859999999999999,0.18532500000000066,0.755429650613787,0.755429650613787,False
ASSESS_001,30,ph,7.044,7.06,0.008895599999999677,-1.7986420252709874,1.7986420252709874,False
ASSESS_001,30,dissolved_oxygen_pct,37.8,41.75,1.015580999999998,-3.889399269974537,3.889399269974537,False
ASSESS_001,30,temperature_c,36.74,36.825,0.08154299999999957,-1.0423948101002085,1.0423948101002085,False
ASSESS_001,30,agitation_rpm,115.2,126.5,3.409980000000017,-3.3138024269936897,3.3138024269936897,False
ASSESS_001,30,feed_rate_ml_h,5.37,5.025,0.185325,1.8615944961554014,1.8615944961554014,False
ASSESS_001,31,ph,7.05,7.057,0.013343399999999846,-0.5246039240374,0.5246039240374,False
ASSESS_001,31,dissolved_oxygen_pct,40.84,41.965,1.2676230000000006,-0.8874878414165722,0.8874878414165722,False
ASSESS_001,31,temperature_c,36.82,36.82,0.126020999999996,0.0,0.0,False
ASSESS_001,31,agitation_rpm,116.6,126.55,3.4099800000000062,-2.9179056768661353,2.9179056768661353,False
ASSESS_001,31,feed_rate_ml_h,5.44,5.17,0.14825999999999948,1.8211250505868166,1.8211250505868166,False
ASSESS_001,32,ph,7.06,7.052,0.014826000000000342,0.5395926075812641,0.5395926075812641,False
ASSESS_001,32,dissolved_oxygen_pct,40.66,41.665,1.0526460000000013,-0.9547369201041959,0.9547369201041959,False
ASSESS_001,32,temperature_c,36.73,36.815,0.08895600000000337,-0.95552857592515,0.95552857592515,False
ASSESS_001,32,agitation_rpm,117.3,126.69999999999999,4.299540000000008,-2.1862803927861987,2.1862803927861987,False
ASSESS_001,32,feed_rate_ml_h,5.45,5.38,0.21497700000000067,0.32561622871283935,0.32561622871283935,False
ASSESS_001,33,ph,7.06,7.054,0.014084699999999435,0.425994163879925,0.425994163879925,False
ASSESS_001,33,dissolved_oxygen_pct,38.5,42.480000000000004,1.5048389999999956,-2.644801204647152,2.644801204647152,False
ASSESS_001,33,temperature_c,36.76,36.82,0.08895600000000337,-0.6744907594765952,0.6744907594765952,False
ASSESS_001,33,agitation_rpm,119.0,128.14999999999998,3.2617199999999933,-2.805268386004929,2.805268386004929,False
ASSESS_001,33,feed_rate_ml_h,5.68,5.5649999999999995,0.1927380000000005,0.5966649026139107,0.5966649026139107,False
ASSESS_001,34,ph,7.068,7.053,0.012602099999999599,1.1902778108410628,1.1902778108410628,False
ASSESS_001,34,dissolved_oxygen_pct,40.69,41.685,1.149014999999998,-0.8659591041022148,0.8659591041022148,False
ASSESS_001,34,temperature_c,36.7,36.83,0.08154299999999957,-1.594250886035541,1.594250886035541,False
ASSESS_001,34,agitation_rpm,119.0,128.05,5.633879999999995,-1.606352992964,1.606352992964,False
ASSESS_001,34,feed_rate_ml_h,5.97,5.775,0.22980300000000037,0.8485528909544222,0.8485528909544222,False
ASSESS_001,35,ph,7.048,7.0555,0.011119499999999104,-0.674490759476675,0.674490759476675,False
ASSESS_001,35,dissolved_oxygen_pct,40.14,41.935,1.4603609999999991,-1.2291481352898377,1.2291481352898377,False
ASSESS_001,35,temperature_c,36.75,36.82,0.07412999999999578,-0.9442870632672908,0.9442870632672908,False
ASSESS_001,35,agitation_rpm,120.3,129.2,1.9273800000000167,-4.617667507185876,4.617667507185876,False
ASSESS_001,35,feed_rate_ml_h,6.16,5.96,0.16308599999999981,1.2263468354119937,1.2263468354119937,False
ASSESS_001,36,ph,7.051,7.051,0.007412999999999842,0.0,0.0,False
ASSESS_001,36,dissolved_oxygen_pct,40.15,42.305,1.3714050000000009,-1.5713811747806081,1.5713811747806081,False
ASSESS_001,36,temperature_c,36.74,36.8,0.059304000000009266,-1.011736139214653,1.011736139214653,False
ASSESS_001,36,agitation_rpm,121.0,129.8,2.8169400000000295,-3.1239572017863066,3.1239572017863066,False
ASSESS_001,36,feed_rate_ml_h,6.25,6.14,0.2223900000000005,0.4946265569495034,0.4946265569495034,False
ASSESS_001,37,ph,7.041,7.0515,0.006671699999999594,-1.5738117721120777,1.5738117721120777,False
ASSESS_001,37,dissolved_oxygen_pct,40.87,42.77,1.2453839999999998,-1.5256338607208748,1.5256338607208748,False
ASSESS_001,37,temperature_c,36.77,36.835,0.10378199999999514,-0.6263128480854172,0.6263128480854172,False
ASSESS_001,37,agitation_rpm,122.0,130.05,5.114969999999993,-1.5738117721120597,1.5738117721120597,False
ASSESS_001,37,feed_rate_ml_h,6.49,6.3100000000000005,0.25204200000000054,0.7141666865046276,0.7141666865046276,False
ASSESS_001,38,ph,7.025,7.0489999999999995,0.012602099999999599,-1.9044444973456722,1.9044444973456722,False
ASSESS_001,38,dissolved_oxygen_pct,39.25,42.665,1.742055000000001,-1.9603284626489963,1.9603284626489963,False
ASSESS_001,38,temperature_c,36.77,36.79,0.0963690000000019,-0.20753561830044545,0.20753561830044545,False
ASSESS_001,38,agitation_rpm,118.5,130.2,3.558240000000008,-3.288142452448391,3.288142452448391,False
ASSESS_001,38,feed_rate_ml_h,6.67,6.45,0.2594549999999997,0.8479312404848625,0.8479312404848625,False
ASSESS_001,39,ph,7.044,7.052,0.013343400000000505,-0.5995473417569513,0.5995473417569513,False
ASSESS_001,39,dissolved_oxygen_pct,40.8,42.875,1.0378199999999989,-1.9993833227341977,1.9993833227341977,False
ASSESS_001,39,temperature_c,36.79,36.84,0.13343399999999978,-0.374717088598141,0.374717088598141,False
ASSESS_001,39,agitation_rpm,120.2,131.55,3.8547599999999913,-2.9444115846382224,2.9444115846382224,False
ASSESS_001,39,feed_rate_ml_h,6.79,6.55,0.2816939999999999,0.8519883277599107,0.8519883277599107,False
ASSESS_001,40,ph,7.034,7.050000000000001,0.01630860000000018,-0.9810774683296375,0.9810774683296375,False
ASSESS_001,40,dissolved_oxygen_pct,41.01,42.87,1.5789689999999965,-1.177983861621098,1.177983861621098,False
ASSESS_001,40,temperature_c,36.79,36.835,0.08895599999999809,-0.5058680696074764,0.5058680696074764,False
ASSESS_001,40,agitation_rpm,123.2,131.64999999999998,4.077150000000021,-2.0725261518462483,2.0725261518462483,False
ASSESS_001,40,feed_rate_ml_h,6.89,6.82,0.18532500000000066,0.3777148253068887,0.3777148253068887,False
ASSESS_001,41,ph,7.048,7.0455000000000005,0.01111950000000042,0.22483025315881183,0.22483025315881183,False
ASSESS_001,41,dissolved_oxygen_pct,41.13,42.855000000000004,1.4232960000000012,-1.211975583434507,1.211975583434507,False
ASSESS_001,41,temperature_c,36.75,36.82,0.10378200000000042,-0.6744907594765952,0.6744907594765952,False
ASSESS_001,41,agitation_rpm,123.1,130.8,4.2254100000000125,-1.8223083677086944,1.8223083677086944,False
ASSESS_001,41,feed_rate_ml_h,7.28,7.035,0.30393300000000006,0.8060987125451993,0.8060987125451993,False
ASSESS_001,42,ph,7.026,7.046,0.00889559999999902,-2.24830253158895,2.24830253158895,False
ASSESS_001,42,dissolved_oxygen_pct,40.06,43.36,1.8013589999999997,-1.8319502109240844,1.8319502109240844,False
ASSESS_001,42,temperature_c,36.72,36.8,0.10378200000000569,-0.7708465822589072,0.7708465822589072,False
ASSESS_001,42,agitation_rpm,124.7,132.3,4.151279999999974,-1.8307606328650574,1.8307606328650574,False
ASSESS_001,42,feed_rate_ml_h,7.39,7.18,0.17791200000000015,1.1803588290840403,1.1803588290840403,False
ASSESS_001,43,ph,7.035,7.0435,0.010378200000000174,-0.8190244936501115,0.8190244936501115,False
ASSESS_001,43,dissolved_oxygen_pct,41.57,43.11,1.3195140000000007,-1.167096370330287,1.167096370330287,False
ASSESS_001,43,temperature_c,36.72,36.82,0.08154299999999957,-1.226346835412015,1.226346835412015,False
ASSESS_001,43,agitation_rpm,121.4,132.75,3.1875899999999873,-3.5606837767718056,3.5606837767718056,False
ASSESS_001,43,feed_rate_ml_h,7.22,7.475,0.22238999999999987,-1.146634291110212,1.146634291110212,False
ASSESS_001,44,ph,7.042,7.0415,0.014084699999999435,0.03549951365664465,0.03549951365664465,False
ASSESS_001,44,dissolved_oxygen_pct,42.08,43.14,1.5641429999999994,-0.6776873981471021,0.6776873981471021,False
ASSESS_001,44,temperature_c,36.76,36.83,0.07413000000000106,-0.9442870632672237,0.9442870632672237,False
ASSESS_001,44,agitation_rpm,123.5,133.4,2.520420000000004,-3.927916775775462,3.927916775775462,False
ASSESS_001,44,feed_rate_ml_h,7.59,7.51,0.2891069999999997,0.2767141577339883,0.2767141577339883,False
ASSESS_001,45,ph,7.042,7.041,0.010378200000000832,0.09635582278230961,0.09635582278230961,False
ASSESS_001,45,dissolved_oxygen_pct,41.53,43.425,1.2750359999999992,-1.4862325455908674,1.4862325455908674,False
ASSESS_001,45,temperature_c,36.75,36.825,0.09636899999999662,-0.7782585686268974,0.7782585686268974,False
ASSESS_001,45,agitation_rpm,124.2,134.3,2.520419999999983,-4.007268629831567,4.007268629831567,False
ASSESS_001,45,feed_rate_ml_h,7.82,7.8100000000000005,0.13343399999999914,0.07494341771962057,0.07494341771962057,False
ASSESS_001,46,ph,7.037,7.048500000000001,0.01556729999999993,-0.7387279746648927,0.7387279746648927,False
ASSESS_001,46,dissolved_oxygen_pct,40.95,43.33,1.0600589999999996,-2.245158052523488,2.245158052523488,False
ASSESS_001,46,temperature_c,36.76,36.81,0.07412999999999578,-0.674490759476691,0.674490759476691,False
ASSESS_001,46,agitation_rpm,125.3,135.3,4.2254100000000125,-2.3666342437775234,2.3666342437775234,False
ASSESS_001,46,feed_rate_ml_h,8.05,7.855,0.24462899999999937,0.7971254430177975,0.7971254430177975,False
ASSESS_001,47,ph,7.052,7.043,0.012602099999999599,0.7141666865046095,0.7141666865046095,False
ASSESS_001,47,dissolved_oxygen_pct,43.17,42.69,0.49667100000000125,0.9664345210410972,0.9664345210410972,False
ASSESS_001,47,temperature_c,36.73,36.81,0.08154299999999957,-0.9810774683296644,0.9810774683296644,False
ASSESS_001,47,agitation_rpm,125.5,134.35,4.4478,-1.9897477404559545,1.9897477404559545,False
ASSESS_001,47,feed_rate_ml_h,8.44,8.114999999999998,0.18532500000000263,1.7536759746391284,1.7536759746391284,False
ASSESS_001,48,ph,7.049,7.045,0.010378199999999515,0.3854232911295441,0.3854232911295441,False
ASSESS_001,48,dissolved_oxygen_pct,40.12,42.705,1.171254000000004,-2.2070362192999915,2.2070362192999915,False
ASSESS_001,48,temperature_c,36.79,36.805,0.12602100000000127,-0.11902778108410834,0.11902778108410834,False
ASSESS_001,48,agitation_rpm,126.6,135.10000000000002,4.521930000000016,-1.879728346082314,1.879728346082314,False
ASSESS_001,48,feed_rate_ml_h,8.92,8.2,0.3187589999999998,2.2587597526658105,2.2587597526658105,False
ASSESS_001,49,ph,7.03,7.041,0.01927380000000051,-0.5707229503263409,0.5707229503263409,False
ASSESS_001,49,dissolved_oxygen_pct,41.27,42.55,1.297275,-0.9866836252914718,0.9866836252914718,False
ASSESS_001,49,temperature_c,36.7,36.805,0.11119500000000421,-0.9442870632671694,0.9442870632671694,False
ASSESS_001,49,agitation_rpm,126.1,134.95,4.670190000000029,-1.894997848053278,1.894997848053278,False
ASSESS_001,49,feed_rate_ml_h,8.26,8.42,0.34841100000000047,-0.45922775113300074,0.45922775113300074,False
ASSESS_001,50,ph,7.047,7.0385,0.018532500000000264,0.4586537164440636,0.4586537164440636,False
ASSESS_001,50,dissolved_oxygen_pct,40.59,42.265,1.386230999999998,-1.2083123231265205,1.2083123231265205,False
ASSESS_001,50,temperature_c,36.73,36.825,0.08895599999999809,-1.067943702504699,1.067943702504699,False
ASSESS_001,50,agitation_rpm,128.7,135.55,4.003020000000004,-1.7112080379313659,1.7112080379313659,False
