elapsed_time_h,robust_anomaly,ml_anomaly,detector_status,flagged_variables,maximum_robust_score,ml_anomaly_score,ml_threshold
108,False,False,normal,,2.4182961376356253,0.5150581341311794,0.5548645973279172
109,False,False,normal,,2.326304864317252,0.4774771122429349,0.5548645973279172
110,False,False,normal,,1.9648209080405115,0.4168364739125892,0.5548645973279172
111,False,False,normal,,2.3107553796883455,0.4361938140257601,0.5548645973279172
112,False,False,normal,,1.6862268986915478,0.4866943949575986,0.5548645973279172
113,False,False,normal,,1.9675388983756261,0.48404122397256094,0.5548645973279172
114,False,False,normal,,1.908936111726219,0.4271488820328356,0.5548645973279172
115,False,False,normal,,2.3195901728341677,0.46994328497268884,0.5548645973279172
116,False,False,normal,,4.289069444876806,0.5272047220098726,0.5548645973279172
117,False,False,normal,,2.710007515754166,0.5395176191797122,0.5548645973279172
118,False,False,normal,,2.35435453779567,0.45824592273771625,0.5548645973279172
119,False,False,normal,,2.0107460376849233,0.41668003314012714,0.5548645973279172
120,True,True,corroborated,feed_rate_ml_h,9.373335502829397,0.6232147945382945,0.5548645973279172
121,True,False,interpretable_only,feed_rate_ml_h,10.877132592478874,0.5245016566683963,0.5548645973279172
122,True,True,corroborated,feed_rate_ml_h,8.799606297245562,0.6373632325377712,0.5548645973279172
123,True,True,corroborated,feed_rate_ml_h,9.237878343027493,0.5906991820579753,0.5548645973279172
124,True,True,corroborated,feed_rate_ml_h,10.202560224924929,0.5737205507781442,0.5548645973279172
125,True,True,corroborated,feed_rate_ml_h,8.75031315642406,0.5646380720862942,0.5548645973279172
126,True,True,corroborated,feed_rate_ml_h,9.211427725008797,0.6320412211068024,0.5548645973279172
127,True,True,corroborated,feed_rate_ml_h,9.242346352827973,0.6056157527568878,0.5548645973279172
128,True,True,corroborated,feed_rate_ml_h,8.191799062675434,0.6090636349599375,0.5548645973279172
129,True,True,corroborated,feed_rate_ml_h,8.681906698903907,0.5820844707335002,0.5548645973279172
130,True,True,corroborated,feed_rate_ml_h,8.662807406495066,0.595463733729529,0.5548645973279172
131,True,True,corroborated,feed_rate_ml_h,10.096922278225374,0.5890458593796511,0.5548645973279172
132,True,True,corroborated,feed_rate_ml_h,10.443956917790238,0.6478196205260515,0.5548645973279172
133,True,False,interpretable_only,feed_rate_ml_h,8.944333984363526,0.5376380311844973,0.5548645973279172
134,True,False,interpretable_only,feed_rate_ml_h,10.671645877659381,0.542863373746645,0.5548645973279172
135,True,False,interpretable_only,feed_rate_ml_h,8.773819314804454,0.5406987909974359,0.5548645973279172
136,True,True,corroborated,feed_rate_ml_h,12.865286708534967,0.5998513820599725,0.5548645973279172
137,True,True,corroborated,feed_rate_ml_h,11.28366833041053,0.6073453743126928,0.5548645973279172
138,True,True,corroborated,feed_rate_ml_h,8.160823311224462,0.5697762116954342,0.5548645973279172
139,True,True,corroborated,feed_rate_ml_h,7.761461525119971,0.5660201286769435,0.5548645973279172
140,True,True,corroborated,feed_rate_ml_h,9.558168198394842,0.5937119810435062,0.5548645973279172
141,True,True,corroborated,feed_rate_ml_h,10.851366042167507,0.5954083863716805,0.5548645973279172
142,True,True,corroborated,feed_rate_ml_h,8.1782004586537,0.64014145027019,0.5548645973279172
143,True,True,corroborated,feed_rate_ml_h,10.823970759219636,0.5781146389262569,0.5548645973279172
144,True,True,corroborated,feed_rate_ml_h,7.80145256065938,0.5735513342943616,0.5548645973279172
145,False,True,ml_only_review,,2.2978414009287333,0.5640472073975928,0.5548645973279172
146,False,False,normal,,2.204139446146742,0.5201313808071567,0.5548645973279172
147,False,False,normal,,2.2747531496073417,0.4833683598581223,0.5548645973279172
148,False,False,normal,,2.192094968298964,0.44332952808465176,0.5548645973279172
149,False,False,normal,,1.9091518107218757,0.46769718161048685,0.5548645973279172
150,False,False,normal,,2.056643955125345,0.4449102918228933,0.5548645973279172
151,False,False,normal,,2.6393116675170987,0.4581974960053884,0.5548645973279172
152,False,False,normal,,2.6343318341821664,0.48632947143465605,0.5548645973279172
153,False,False,normal,,1.7389214892755955,0.450923775618944,0.5548645973279172
154,False,False,normal,,3.590522238416766,0.5342100566788652,0.5548645973279172
155,False,False,normal,,2.918469632350659,0.5466860927363867,0.5548645973279172
156,False,False,normal,,1.925562329473523,0.4437537618423326,0.5548645973279172
157,False,False,normal,,2.0234722784297814,0.5035028625581799,0.5548645973279172
158,False,False,normal,,1.7744295364692066,0.45308798960489177,0.5548645973279172
159,False,False,normal,,2.192094968298964,0.43284180559262925,0.5548645973279172
160,False,False,normal,,1.6538883006343927,0.4642826475503954,0.5548645973279172
161,False,False,normal,,2.248302531588684,0.5039571931825955,0.5548645973279172
162,False,False,normal,,2.234250640766226,0.46907620303512115,0.5548645973279172
163,False,False,normal,,1.6862268986914895,0.4571896352680834,0.5548645973279172
164,False,False,normal,,2.598038480946863,0.4518532393147573,0.5548645973279172
165,False,False,normal,,2.6979630379064052,0.5282948413246313,0.5548645973279172
166,False,False,normal,,2.936018600074593,0.48847203465736644,0.5548645973279172
167,False,False,normal,,1.5840313290738235,0.4512151887010091,0.5548645973279172
168,False,False,normal,,3.4488960834569906,0.5280263218845442,0.5548645973279172
169,False,False,normal,,2.40213375743419,0.530484551415999,0.5548645973279172
170,True,True,corroborated,agitation_rpm; dissolved_oxygen_pct,8.6045749744657,0.5910798595750972,0.5548645973279172
171,True,True,corroborated,agitation_rpm; dissolved_oxygen_pct,9.341060706713636,0.5853398904391595,0.5548645973279172
172,True,True,corroborated,agitation_rpm; dissolved_oxygen_pct,8.575184027516533,0.5722583355709221,0.5548645973279172
173,True,True,corroborated,agitation_rpm; dissolved_oxygen_pct,9.688139999754707,0.5777341615572334,0.5548645973279172
174,True,True,corroborated,agitation_rpm; dissolved_oxygen_pct,15.091730743288743,0.5753798400993883,0.5548645973279172
175,True,True,corroborated,agitation_rpm; dissolved_oxygen_pct,7.9927154997976935,0.5891920823656993,0.5548645973279172
176,True,True,corroborated,agitation_rpm; dissolved_oxygen_pct,9.15380316432523,0.6213976950189457,0.5548645973279172
177,True,True,corroborated,agitation_rpm; dissolved_oxygen_pct,8.28321985322132,0.5847799129050468,0.5548645973279172
178,True,True,corroborated,agitation_rpm; dissolved_oxygen_pct,15.244634368848134,0.584456959753934,0.5548645973279172
179,True,True,corroborated,agitation_rpm; dissolved_oxygen_pct,12.38933026617532,0.5858656047297279,0.5548645973279172
180,True,True,corroborated,agitation_rpm; dissolved_oxygen_pct,9.93129497574158,0.5863242070064725,0.5548645973279172
181,True,True,corroborated,agitation_rpm; dissolved_oxygen_pct,8.65208836294115,0.5772494426778516,0.5548645973279172
182,True,True,corroborated,agitation_rpm; dissolved_oxygen_pct,9.41762231547265,0.5868129649116355,0.5548645973279172
183,True,True,corroborated,agitation_rpm; dissolved_oxygen_pct,9.162956967489546,0.5943849307915201,0.5548645973279172
184,True,True,corroborated,agitation_rpm; dissolved_oxygen_pct,10.834904753294138,0.5910201968458426,0.5548645973279172
185,True,True,corroborated,agitation_rpm; dissolved_oxygen_pct,10.791852151625525,0.577606429077765,0.5548645973279172
186,True,True,corroborated,agitation_rpm; dissolved_oxygen_pct,9.388911371914206,0.5951516908868992,0.5548645973279172
187,True,True,corroborated,agitation_rpm; dissolved_oxygen_pct,9.9020983838053,0.5883230203307324,0.5548645973279172
188,True,True,corroborated,agitation_rpm; dissolved_oxygen_pct,9.738394934504871,0.5714888599747145,0.5548645973279172
189,True,True,corroborated,agitation_rpm; dissolved_oxygen_pct,14.600741146316864,0.5908545908536185,0.5548645973279172
190,True,True,corroborated,agitation_rpm; dissolved_oxygen_pct,10.915812615529326,0.5853598868773224,0.5548645973279172
191,False,False,normal,,3.313802426993706,0.5341578526859562,0.5548645973279172
192,False,False,normal,,1.8750843113449394,0.4764438003441564,0.5548645973279172
193,False,False,normal,,2.5895627372762164,0.4472318803262113,0.5548645973279172
194,False,False,normal,,2.7254932729870487,0.5155080962324629,0.5548645973279172
195,False,False,normal,,2.3719591708260204,0.4978293882940191,0.5548645973279172
196,False,False,normal,,1.6335932267092126,0.4429797417643352,0.5548645973279172
197,False,False,normal,,2.1239283489901237,0.4317832804497317,0.5548645973279172
198,False,False,normal,,2.0044725387262097,0.4806579225721491,0.5548645973279172
199,False,False,normal,,2.047999215138017,0.47523945978007703,0.5548645973279172
200,False,False,normal,,2.4800506386908623,0.5077531252586297,0.5548645973279172
201,False,False,normal,,1.8094511720573991,0.5265823926215148,0.5548645973279172
202,False,False,normal,,3.3369542837263553,0.5016601508842266,0.5548645973279172
203,False,False,normal,,2.563064886011062,0.47349883911174145,0.5548645973279172
204,False,False,normal,,2.697963037906381,0.5051183887606726,0.5548645973279172
205,False,False,normal,,3.043855735073887,0.5215392986278978,0.5548645973279172
206,False,False,normal,,2.44869471375198,0.4646786170159671,0.5548645973279172
207,False,False,normal,,3.0102272784048045,0.4774593261876388,0.5548645973279172
208,False,False,normal,,2.468890704499234,0.4663584224393178,0.5548645973279172
209,False,False,normal,,2.214577993614803,0.45052316283014227,0.5548645973279172
210,False,False,normal,,2.5114017640085904,0.4702417164837771,0.5548645973279172
211,False,False,normal,,2.265080908690047,0.4575424410222441,0.5548645973279172
212,False,False,normal,,2.5099902032981505,0.490608942406263,0.5548645973279172
213,False,False,normal,,1.5631055695806806,0.4557896629050818,0.5548645973279172
214,False,False,normal,,2.0118431274043345,0.45894442835900184,0.5548645973279172
215,False,False,normal,,3.1636828480211583,0.5337041766156466,0.5548645973279172
216,False,False,normal,,1.8576138949519372,0.4817813226938606,0.5548645973279172
217,False,False,normal,,3.5950357480102766,0.543467499520924,0.5548645973279172
218,False,False,normal,,2.1299708193997677,0.4806368231420444,0.5548645973279172
219,False,True,ml_only_review,,2.849142001237365,0.5638113957730578,0.5548645973279172
220,False,False,normal,,2.110503344168708,0.4818747217950674,0.5548645973279172
221,False,True,ml_only_review,,3.1195197625793183,0.5688808969753715,0.5548645973279172
222,False,False,normal,,1.7793708607144487,0.488858469808054,0.5548645973279172
223,False,False,normal,,1.918083097261573,0.4595569371777114,0.5548645973279172
224,False,False,normal,,1.8639643285535448,0.46708452018892926,0.5548645973279172
225,False,False,normal,,2.196418627013523,0.4689704017332626,0.5548645973279172
226,False,False,normal,,1.586478265247761,0.4671479092406668,0.5548645973279172
227,False,False,normal,,2.09573914551657,0.46528271793239184,0.5548645973279172
228,False,False,normal,,1.679344339921323,0.46716795415951856,0.5548645973279172
229,False,False,normal,,0.9492832911152035,0.4103583265295171,0.5548645973279172
230,False,False,normal,,1.6419729800832974,0.45209527643241537,0.5548645973279172
231,False,True,ml_only_review,,2.694194933104834,0.5616249813147625,0.5548645973279172
232,False,False,normal,,3.0505377530873403,0.5121612922539933,0.5548645973279172
233,False,False,normal,,2.2678529883850707,0.4950108937223055,0.5548645973279172
234,False,False,normal,,1.7782029113473874,0.445850114409869,0.5548645973279172
235,False,False,normal,,1.4935152531267466,0.441322856964539,0.5548645973279172
236,False,True,ml_only_review,,3.2975103796633576,0.5820621880444516,0.5548645973279172
237,False,False,normal,,1.8860760126104363,0.47744083758184513,0.5548645973279172
238,False,False,normal,,1.8724668845170989,0.4382769393405445,0.5548645973279172
239,False,False,normal,,1.7060648622054817,0.4450689813411924,0.5548645973279172
240,False,False,normal,,2.4618912720895763,0.46499419933251945,0.5548645973279172
